Date_Submittted,Analyte_(Lead),Result_Lead_(PPB),Analyte_(Copper),Result_Copper_(PPB),Address,City,Zip_Code,Site_Code,Service_Line_Material,Sample_Location,Sentinel_Group_Number
24-Feb-16,Lead,4,Copper,0,HOGARTH AVE   ,FLINT,48503,FS2188,Lead,KITCHEN,1
25-Feb-16,Lead,5,Copper,0,MALLERY ST   ,FLINT,48504,FS0886,Lead,KITCHEN,1
25-Feb-16,Lead,5,Copper,0,MALLERY ST   ,FLINT,48504,FS0935,Lead,KITCHEN,1
24-Feb-16,Lead,6,Copper,90,COPEMAN BLVD   ,FLINT,48504,FS0404,Lead,KITCHEN,1
25-Feb-16,Lead,6,Copper,100,MALLERY ST   ,FLINT,48504,FS0973,Lead,KITCHEN,1
24-Feb-16,Lead,6,Copper,0,CRAWFORD ST   ,FLINT,48507,FS1557,Lead,KITCHEN,1
25-Feb-16,Lead,7,Copper,0,CLINTON ST   ,FLINT,48507,FS0246,Lead,KITCHEN,1
16-Feb-16,Lead,7,Copper,0,CLINTON ST   ,FLINT,48507,FS0247,Lead,KITCHEN,1
16-Feb-16,Lead,7,Copper,0,MOUNTAIN AVE   ,FLINT,48503,FS0295,Lead,KITCHEN,1
16-Feb-16,Lead,7,Copper,140,MOUNTAIN AVE   ,FLINT,48503,FS0401,Lead,KITCHEN,1
24-Feb-16,Lead,7,Copper,0,CLINTON ST   ,FLINT,48507,FS1382,Lead,KITCHEN,1
25-Feb-16,Lead,8,Copper,0,MALLERY ST   ,FLINT,48504,FS0984,Lead,KITCHEN,1
24-Feb-16,Lead,8,Copper,0,WINDEMERE AVE   ,FLINT,48503,FS2189,Lead,KITCHEN,1
24-Feb-16,Lead,8,Copper,0,PIERCE ST   ,FLINT,48503,FS2266,Lead,KITCHEN,1
24-Feb-16,Lead,9,Copper,0,MALLERY ST   ,FLINT,48504,FS0910,Lead,KITCHEN,1
24-Feb-16,Lead,10,Copper,110,CLAIRMONT ST   ,FLINT,48503,FS2392,Lead,KITCHEN,1
16-Feb-16,Lead,14,Copper,0,CLINTON ST   ,FLINT,48507,FS0248,Lead,KITCHEN,1
24-Feb-16,Lead,19,Copper,120,E COURT ST  ,FLINT,48503,FS1313,Lead,KITCHEN,1
24-Feb-16,Lead,25,Copper,70,WELCH BLVD   ,FLINT,48504,FS0408,Lead,,1
24-Feb-16,Lead,37,Copper,170,WELCH BLVD   ,FLINT,48504,FS0409,Lead,KITCHEN,1
16-Feb-16,Lead,41,Copper,70,SOUTH DR   ,FLINT,48503,FS0211,Lead,KITCHEN,1
16-Feb-16,Lead,96,Copper,370,HILLS ST   ,FLINT,48503,FS0308,Lead,KITCHEN,1
16-Feb-16,Lead,0,Copper,230,MANN AVE   ,FLINT,48503,FS0193,Other,KITCHEN,1
29-Feb-16,Lead,0,Copper,80,N GRAND TRAVERSE  ,FLINT,48503,FS2691,Other,BATHROOM,1
29-Feb-16,Lead,4,Copper,350,N GRAND TRAVERSE  ,FLINT,48503,FS2691,Other,KITCHEN,1
16-Feb-16,Lead,0,Copper,650,S SAGINAW ST  ,FLINT,48502,FS0179,Plastic,,1
16-Feb-16,Lead,0,Copper,0,M L KING AVE ,FLINT,48503,FS0382,Plastic,BATHROOM,1
24-Feb-16,Lead,0,Copper,0,E MC CLELLAN ST ,FLINT,48505,FS1423,Unknown,KITCHEN,1
24-Feb-16,Lead,0,Copper,0,GREENFIELD AVE   ,FLINT,48503,FS2001,Unknown,KITCHEN,1
24-Feb-16,Lead,0,Copper,120,CLAIRMONT ST   ,FLINT,48503,FS2014,Unknown,KITCHEN,1
24-Feb-16,Lead,0,Copper,0,PIERCE ST   ,FLINT,48503,FS2036,Unknown,BATHROOM,1
24-Feb-16,Lead,0,Copper,0,PIERCE ST   ,FLINT,48503,FS2130,Unknown,KITCHEN,1
16-Feb-16,Lead,1,Copper,120,E BELVIDERE AVE  ,FLINT,48503,FS0250,Unknown,KITCHEN,1
24-Feb-16,Lead,1,Copper,0,WINONA ST   ,FLINT,48504,FS0596,Unknown,KITCHEN,1
24-Feb-16,Lead,1,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1766,Unknown,,1
24-Feb-16,Lead,1,Copper,250,PIERCE ST   ,FLINT,48503,FS2230,Unknown,KITCHEN,1
16-Feb-16,Lead,2,Copper,0,S FRANKLIN AVE  ,FLINT,48503,FS0296,Unknown,KITCHEN,1
24-Feb-16,Lead,2,Copper,0,E RUSSELL AVE  ,FLINT,48505,FS1994,Unknown,KITCHEN,1
24-Feb-16,Lead,2,Copper,280,BROOKSIDE DR   ,FLINT,48503,FS2061,Unknown,KITCHEN,1
24-Feb-16,Lead,3,Copper,0,BARTH ST   ,FLINT,48504,FS0415,Unknown,KITCHEN,1
24-Feb-16,Lead,3,Copper,140,E RUSSELL AVE  ,FLINT,48505,FS2129,Unknown,,1
24-Feb-16,Lead,4,Copper,70,FRANK ST   ,FLINT,48504,FS2051,Unknown,KITCHEN,1
24-Feb-16,Lead,4,Copper,90,FRANK ST   ,FLINT,48504,FS2316,Unknown,KITCHEN,1
24-Feb-16,Lead,5,Copper,140,WESTCOMBE AVE   ,FLINT,48503,FS0633,Unknown,KITCHEN,1
24-Feb-16,Lead,5,Copper,160,KELLAR AVE   ,FLINT,48504,FS0925,Unknown,KITCHEN,1
24-Feb-16,Lead,6,Copper,70,COPEMAN BLVD   ,FLINT,48504,FS0716,Unknown,BATHROOM,1
24-Feb-16,Lead,6,Copper,0,E COURT ST  ,FLINT,48503,FS1901,Unknown,KITCHEN,1
24-Feb-16,Lead,7,Copper,130,FRANK ST   ,FLINT,48504,FS2050,Unknown,KITCHEN,1
25-Feb-16,Lead,7,Copper,50,PROSPECT ST   ,FLINT,48504,FS2702,Unknown,BATHROOM,1
24-Feb-16,Lead,8,Copper,0,E COURT ST  ,FLINT,48503,FS2080,Unknown,BATHROOM,1
26-Feb-16,Lead,10,Copper,80,MAPLEWOOD AVE   ,FLINT,48506,FS2367,Unknown,KITCHEN,1
24-Feb-16,Lead,20,Copper,90,S FRANKLIN AVE  ,FLINT,48503,FS1764,Unknown,KITCHEN,1
16-Feb-16,Lead,32,Copper,170,MOUNTAIN AVE   ,FLINT,48503,FS1493,Unknown,BATHROOM,1
16-Feb-16,Lead,33,Copper,110,E GENESEE ST  ,FLINT,48505,FS0323,Unknown,KITCHEN,1
24-Feb-16,Lead,71,Copper,80,E RUSSELL AVE  ,FLINT,48505,FS2656,Unknown,KITCHEN,1
